No.,Title,Year,Decision,Notes
601,Metacognitive Mastery: Transformative Learning in Efl through a Generative Ai Chatbot Fueled by Metalinguistic Guidance,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are explicitly described as EFL students, i.e., learners of English as a foreign language, which fits the target L2 English learner population.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study uses a Generative AI Chatbot (GAC) and compares CF-based GAC vs. MG-based GAC in a quasi-experimental pretest–posttest design. GAC is a generative AI chatbot, consistent with an LLM-type intervention integrated into instruction.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The context is EFL linguistics courses, focusing on learning achievement, reflective performance, perception, and metacognitive awareness. The abstract does not indicate that the primary focus is on writing competence or writing-related variables; it appears to target general course learning and metacognition rather than writing.""
    },
    ""c4"": {
        ""status"": ""unclear"",
        ""evidence"": ""The study reports quantitative outcomes (learning achievement, reflective performance, metacognitive awareness), but the abstract does not specify that these are writing outcomes or writing performance measures. They seem to be broader learning and cognitive measures, not writing-specific metrics.""
    }
}"
602,Exploring Efl Learners' Integration and Perceptions of Chatgpt's Text Revisions: a Three-stage Writing Task Study,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are explicitly described as English as a foreign language (EFL) learners in an EFL classroom context, so the population is L2 English learners.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study uses ChatGPT’s reformulations as feedback within a three-stage writing task (composing–comparison–rewriting), which constitutes an LLM-based writing intervention in an instructional context.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is on EFL writing: learners compose, compare their texts with ChatGPT reformulations, and then rewrite. The study examines how ChatGPT-mediated feedback affects revision behavior in writing.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract reports noticing behaviors, integration of reformulated segments, and perceptions via questionnaire, but does not indicate any quantifiable writing outcome metrics (e.g., scores, quality ratings, accuracy measures) assessing improvement in writing performance. The integration counts are process measures, not outcome measures of writing competence.""
    }
}"
603,Chatgpt as a Tool for Self-learning English among Efl Learners: a Multi-methods Study,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 344 English as a Foreign Language (EFL) learners, clearly indicating L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study examines factors influencing ChatGPT acceptance and use in self-directed English learning via survey and interviews, plus a systematic review. There is no experimental or quasi-experimental design implementing a structured LLM-based writing intervention; it is a technology acceptance/usage study.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""Although writing is mentioned as one of several language dimensions (reading, writing, vocabulary, grammar), the primary focus is on general English learning and technology acceptance, not specifically on writing competence or writing-related variables as the main outcome.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study reports factors affecting continued use (interactivity, enjoyment, trust, etc.) and proposes an extended TAM. It does not report quantifiable writing outcome metrics or measure changes in writing performance resulting from a ChatGPT-mediated writing intervention.""
    }
}"
604,Ai or Student Writing? Analyzing the Situational and Linguistic Characteristics of Undergraduate Student Writing and Ai-generated Assignments,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The corpus consists of undergraduate assignments from an English as a Foreign Language (EFL) context, so participants are L2 English learners.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study compares existing student assignments with ChatGPT-generated texts; there is no experimental or quasi-experimental pedagogical intervention integrating ChatGPT into instruction or students’ writing processes.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on analyzing situational and linguistic characteristics of human vs. AI-generated texts, not on improving writing competence through an instructional intervention. It is essentially a comparative text/register analysis, not a writing intervention study.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""No quantifiable writing outcome metrics for learners are reported. The study does not measure changes in students’ writing performance following an LLM-mediated intervention; it only analyzes and compares text features.""
    }
}"
605,Ai-powered Efl Pedagogy: Integrating Generative Ai into University Teaching Preparation through Utaut and Activity Theory,2024,exclude,"{
    ""c1"": {
        ""status"": ""fail"",
        ""evidence"": ""Participants are EFL lecturers in Indonesian higher education, focusing on their adoption of generative AI for teaching preparation. The population is teachers, not L2 English learners, and no learner writing data are mentioned.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The study involves generative AI in EFL teaching preparation, but the abstract does not specify that LLMs are integrated into learners’ writing instruction or writing processes in an experimental or quasi-experimental way. It focuses on adoption factors via UTAUT and Activity Theory.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on EFL pedagogy and lecturers’ adoption of generative AI, not on writing competence or writing-related variables. Writing is not identified as a central outcome domain.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""No quantifiable writing outcome metrics are reported. Outcomes concern behavioral intention, actual use behavior, and factors influencing adoption, not learners’ writing performance.""
    }
}"
606,Success through Error: Using Error Analysis of Chatgpt Output in English as a Foreign Language Learner Writing Instruction,2024,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants were Arabic-English speakers in an English communication course, described as foreign language learners (EFL) with proficiency from modest to competent per IELTS. The focus is clearly on English as the target L2.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The intervention uses ChatGPT-generated text for in-class error detection exercises in an English communication course. ChatGPT is a large language model, and the design compares a treatment condition (with ChatGPT) to a control condition (without ChatGPT), fitting an experimental/quasi-experimental LLM-based instructional intervention.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The study explicitly aims to see whether ChatGPT-based error detection exercises can aid students’ foreign language writing. The primary outcomes are writing-related (essay length, lexical sophistication, syntactic complexity), indicating a focus on writing competence rather than on automated scoring or system evaluation.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""Quantifiable writing outcomes are reported: essay length (number of words, number of sentences, sentence length) and quality indicators such as use of low-frequency and abstract words and complex syntactic structures. The study compares these metrics between treatment and control groups to assess the effect of the ChatGPT-mediated intervention.""
    }
}"
607,"Unlocking English Proficiency: Transforming the English Learning Curriculum for Colombian Middle Schoolers with Ipt Powered by Elsa’s Ai-assisted App & Asr; Desbloqueando a Competência Em Inglês: Transformando O Currículo De Aprendizagem De Inglês Para Alunos Colombianos Do Ensino Médio Com Ipt Alimentado Pelo Aplicativo Assistido Por Ia Da Elsa E Asr; Desbloqueando La Proficiencia En Inglés: Cómo La Aplicación Asistida Por Inteligencia Artificial Elsa, Basada En Asr E Ipt, Beneficia La Competencia En Inglés De Los Estudiantes De Educación Secundaria En Colombia",2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are Colombian middle school students learning English as a Foreign Language (EFL), and the focus is on English proficiency (intonation, fluency, pronunciation, listening, writing, and reading).""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The intervention uses Elsa Speak, described as an AI app with Automatic Speech Recognition (ASR) and Intentional Phonetic Training (IPT). There is no indication that it is based on a large language model (e.g., ChatGPT/GPT-4 or similar transformer-based generative model); it is primarily an ASR/phonetics tool.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on pronunciation, intonation, fluency, and phonetic skills. Writing is only mentioned as being indirectly affected; there is no indication that the intervention targets writing instruction or writing processes as a main focus.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes reported are mainly IELTS Speaking scores and improvements in pronunciation-related skills. There are no explicit, quantifiable writing outcome measures reported to assess writing performance or writing-related variables.""
    }
}"
608,Generative Ai’s Recolonization of Efl Classrooms the Case of Continuation Writing,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is Chinese English as a Foreign Language (EFL) classrooms and continuation writing in China’s EFL assessment, so the population is clearly L2 English learners in an EFL setting.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study discusses using generative AI to provide sample writings and illustrates arguments with data generated via AI chatbots, but there is no indication of an experimental or quasi-experimental pedagogical intervention integrating LLMs into instruction. It is a critical/analytical paper, not an intervention study.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on ideological and cultural implications (recolonization, native-speakerism, power in language patterns) of AI-generated texts, not on developing or evaluating writing competence or a writing intervention. There is no structured pedagogical context aimed at improving writing performance.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract does not mention any quantitative writing outcome measures or assessment of learners’ writing performance. It focuses on linguistic analysis of AI-generated samples and theoretical risks, without reporting experimental outcomes.""
    }
}"
609,Worddecipher: Enhancing Digital Workspace Communication with Explainable Ai for Non-native English Speakers,2024,exclude,"{
    ""c1"": {
        ""status"": ""fail"",
        ""evidence"": ""Participants are described broadly as non-native English speakers (NNES) in digital workspace communication, not as L2 English learners in ESL/EFL/ELL instructional contexts. The focus is workplace communication rather than formal L2 learning settings.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The abstract explicitly states that WordDecipher leverages large language models (LLMs) and word embeddings as an AI-assisted writing tool, indicating an LLM-based intervention in writing processes.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on enhancing digital workspace communication (emails, Slack messages) and social intention clarity, not on developing writing competence in an educational or instructional context. It is a communication support tool rather than a pedagogical writing intervention.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract mentions a usage scenario demonstrating potential benefits but does not report any experimental or quasi-experimental design with quantifiable writing outcome metrics. There are no measured writing gains or structured intervention outcomes.""
    }
}"
610,"Proceedings of the 3rd Workshop on Intelligent and Interactive Writing Assistants, In2writing 2024, Co-located with the Acm Chi Conference on Human Factors in Computing Systems, Chi 2024",2024,exclude,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract summarizes a proceedings volume with 17 papers on AI writing assistants. It mentions non-native English speakers and students, but does not specify that any study focuses on L2 English learners in ESL/EFL/ELL contexts, nor that data are specifically about English as a target L2.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""Several papers involve AI/LLM-based writing assistants (e.g., ChatGPT, LLMs for educational materials), but the abstract does not clarify whether any individual paper uses an experimental or quasi-experimental design integrating LLMs into writing instruction or processes. It mainly lists themes and systems, not study designs.""
    },
    ""c3"": {
        ""status"": ""unclear"",
        ""evidence"": ""Some topics relate to writing (essay writing, personal narrative co-writing, AI-based writing assistants), but the proceedings as a whole cover broader HCI and ecosystem issues. It is not clear that any specific paper’s primary focus is on L2 writing competence or writing-related pedagogical variables.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract does not indicate that any paper reports quantifiable writing outcome metrics (e.g., writing quality scores, complexity, accuracy). It mentions empirical studies of use and ownership, risks, and interaction patterns, but no explicit experimental measures of writing improvement or performance are described.""
    }
}"
611,They May Have Seen My Chatgpt Tab: Exploring Social Perceptions of Ai-assisted Writing for Esl Students,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The abstract explicitly focuses on English as a Second Language (ESL) students using generative AI tools to improve their writing artifacts, so the population is L2 English learners.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although generative AI tools (likely LLM-based) are mentioned, the study is not an experimental or quasi-experimental intervention integrating LLMs into instruction. It is a diary and interview study about perceptions and social dynamics, not a designed pedagogical intervention.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on social perceptions and socio-technical implications of AI usage, not on writing competence or writing-related performance variables as an instructional context.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study uses diary studies and interviews and does not report any quantifiable writing outcome metrics or experimental measures of writing performance; it is qualitative and exploratory.""
    }
}"
612,Exploring Chatgpt-supported Teacher Feedback in the Efl Context,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 102 students in a Chinese tertiary EFL context, clearly L2 English learners in an EFL setting: “Chinese tertiary EFL context… two undergraduate classes in the world language education program.”""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study integrates ChatGPT (an LLM) into writing pedagogy: “integrating ChatGPT into teacher writing feedback provisions… Two prompts were provided to ChatGPT… corrective feedback… holistic rhetorical feedback. Afterwards, the teachers adapted the ChatGPT feedback and shared… with each student.” This is an LLM-mediated feedback intervention.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is on L2 writing feedback and revision: “students completed two writing tasks… we closely examined the types and features of ChatGPT-supported teacher feedback and how EFL students incorporate this feedback into their writing revisions… potential in L2 writing feedback provision.” This is clearly writing-focused.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract reports engagement with feedback and incorporation into revisions but does not indicate any quantifiable writing outcome metrics (e.g., scores, accuracy, complexity, quality gains). It appears descriptive/qualitative: “we closely examined… types and features… how students incorporate this feedback… students incorporated more of the feedback into their revisions,” without explicit experimental measures of writing performance improvement.""
    }
}"
613,Cognitive and Sociocultural Dynamics of Self-regulated Use of Machine Translation and Generative Ai Tools in Academic Efl Writing,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 79 learners in a compulsory EFL course at a Japanese university, clearly L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study focuses on students’ self-regulated use of AI tools (ChatGPT and Google Translate) rather than an experimental or quasi-experimental instructional intervention. There is no indication of a structured LLM-mediated teaching design; instead, it examines naturally occurring use and perceptions.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is academic EFL writing, and the tools are used for writing tasks and editing, so the primary focus is on writing-related activity.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes are based on pre- and post-surveys of attitudes and perceived improvement. There is no report of objective, quantifiable writing performance measures (e.g., scores, linguistic features); the study centers on perceptions and experiences.""
    }
}"
614,Chatgpt as an Automated Writing Evaluation (awe) Tool: Feedback Literacy Development and Awe Tools' Integration Framework,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 18 English as a Foreign Language (EFL) students in Indonesia, clearly indicating L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""ChatGPT (an LLM-based generative AI) is used as part of an automated writing evaluation (AWE) toolset in a writing course, integrated into the instructional context alongside Grammarly and Quillbot.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on feedback literacy development and proposing an AWE Tools Integration Framework, not on writing competence or writing-related performance variables. Writing is the context, but the outcome of interest is feedback literacy, not writing quality or ability.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study uses a single qualitative case study design with interviews, reflective journals, and artifacts, and reports thematic findings. There is no indication of quantifiable writing outcome metrics or experimental evaluation of changes in writing performance.""
    }
}"
615,Exploring Ai-generated Text in Student Writing: How Does Ai Help?,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 23 Hong Kong secondary school students described as English as a foreign language (EFL) students, clearly indicating L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study examines students’ use of unspecified “AI-writing tools” that generate human-like text. There is no indication these are large language models (e.g., ChatGPT, GPT-4) or transformer-based generative systems; the tools are not named or characterized as LLMs. Given the review’s strict requirement for LLM-based interventions, this cannot be confirmed and thus fails C2.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is on story writing: students wrote stories with AI-writing tools, and the study analyzes structure, organization, syntactic complexity, and expert-rated quality (content, language, organization). The context is clearly writing competence and writing-related variables.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""Quantifiable writing outcomes are reported: experts scored story quality (content, language, organization), and analyses (multiple linear regression, cluster analysis) relate human vs. AI-generated word counts to writing scores. These are structured, quantitative outcome measures of writing performance.""
    }
}"
616,Rethinking Ai: Bias in Speech-recognition Chatbots for Elt,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are ELT students using English with a speech-recognition chatbot, implying an English language learning context (ESL/EFL/ELL).""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study focuses on a speech-recognition chatbot and bias in its recognition of pronunciation. There is no indication that the tool is an LLM-based generative model (e.g., ChatGPT, GPT-4) or that it is used for writing instruction or writing processes.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The focus is on pronunciation, speech recognition, and attitudes toward English within a Global Englishes framework, not on writing competence or writing-related variables.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes reported are qualitative (text-mining of reflections, thematic analysis of interviews) about attitudes and conceptions of English; no quantifiable writing outcomes or writing intervention effects are mentioned.""
    }
}"
617,"Teaching Efl Students to Write with Chatgpt: Students' Motivation to Learn, Cognitive Load, and Satisfaction with the Learning Process",2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are twenty-one Hong Kong secondary school students described as EFL students completing a 500-word English language writing task, clearly fitting an EFL/ESL English-learning context.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The intervention is a workshop where students are introduced to ChatGPT, learn prompt engineering, and complete an English composition with ChatGPT’s support. ChatGPT is a large language model integrated into the writing process in an instructional context.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is explicitly EFL writing instruction: students complete a 500-word English composition with ChatGPT’s support in a classroom workshop. The focus is on using ChatGPT in the writing classroom, not on automated scoring or non-pedagogical evaluation.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes measured are motivation, cognitive load, and satisfaction. The abstract does not report any quantitative writing performance metrics (e.g., scores, quality ratings, accuracy, complexity). It focuses on perceptions and cognitive/affective variables rather than measurable writing outcomes.""
    }
}"
618,"Utilising Artificial Intelligence (ai) in Vocabulary Learning by Efl Omani Students: the Effect of Age, Gender, and Level of Study",2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are EFL Omani students learning English vocabulary, clearly an EFL/ESL context focused on English.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study surveys use of various AI tools (Google Translation, dictionary apps, ChatGPT, chatbots, Duolingo) and attitudes toward them. There is no experimental or quasi-experimental LLM-based instructional intervention; it is descriptive/correlational.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is vocabulary learning strategies and frequency of AI tool use, not writing competence or writing-related variables. Writing is mentioned only as a low-frequency use, not as a central outcome or intervention focus.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""No quantifiable writing outcome metrics are reported. Outcomes concern frequency of AI tool use, attitudes, and demographic effects on vocabulary learning, not measured changes in writing performance.""
    }
}"
619,Analyzing the Impact of Call Tools on English Learners' Writing Skills: a Comparative Study of Errors Correction,2024,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are explicitly described as ESL/EFL learners (English as a second/foreign language), and the focus is on their English writing errors (spelling, verb forms, subject-verb agreement, etc.), so the population and target language match the review scope.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study uses an experimental design with four classes: Class A uses ChatGPT, Class B Grammarly, Class C Google Translate, and Class D is a control group. ChatGPT is a large language model integrated into the writing instruction/error correction process, satisfying the LLM-based intervention requirement.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on writing competence, specifically correction of common writing errors in learners’ texts. The tools are used pedagogically to improve writing accuracy, not merely for automated scoring or system evaluation.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports quantifiable outcomes: changes in frequencies of eight types of writing errors before and after the intervention across groups, and comparative effectiveness of each tool in correcting specific error types. These are measurable writing outcome metrics.""
    }
}"
620,The Effects of Chatgpt on English Language Learning in Regards to Language Proficiency and Learning Motivation,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The abstract explicitly refers to EFL students and English language learning, indicating a population of L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although the paper concerns ChatGPT, it is a review article: “By selecting eight targeted studies based on the STARLITE standards, the researcher reviewed the studies…”. It does not itself implement an experimental or quasi-experimental LLM-based intervention; instead, it synthesizes prior work.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""One of the focal areas is “automated writing evaluation and writing ability,” and the abstract notes that ChatGPT could improve EFL students’ writing ability, so the context includes writing competence.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""As a review of eight targeted studies, this article does not report original experimental outcome data or quantifiable writing metrics from its own intervention. It summarizes prior findings rather than presenting new measured writing outcomes, and review articles are to be excluded.""
    }
}"
621,Undergraduate Esl Students’ Use and Perceptions of Chatgpt for Academic Writing Purposes; O Uso E as Percepções De Estudantes De Graduação Em Esl Sobre O Chatgpt Para Fins De Escrita Acadêmica,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are undergraduate ESL students in an intensive academic writing course at a public science and engineering institute in India, clearly fitting an L2 English/ESL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is a survey of students’ existing use and perceptions of ChatGPT. There is no experimental or quasi-experimental instructional intervention integrating ChatGPT into writing instruction; it is observational, not an intervention study.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is explicitly ESL academic writing, focusing on how students use ChatGPT to generate and review academic texts, including summarising and correcting grammar and vocabulary mistakes—clearly writing-related.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes are perceptions (trustworthiness, utility, confidence, willingness to use) gathered via Likert-scale, multiple-choice, and open-ended items. No quantifiable writing performance or competence measures are reported to assess the effectiveness of ChatGPT on writing quality.""
    }
}"
622,Understanding Vietnamese English Majors' Use and Acceptance of Ai-powered Tools for English Academic Writing at University,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are Vietnamese English majors (EFL learners) using AI tools for English academic writing at university, clearly fitting an L2 English EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study investigates students’ use and acceptance of a range of AI-powered tools, with generative AI noted as popular, but it is not an experimental or quasi-experimental intervention integrating a specific LLM into instruction. It is a survey/interview study of existing practices and attitudes, not a controlled LLM-based writing intervention.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is on AI tools for English academic writing, including their role in refining academic English, ideation, and writing-related learning attitudes, which aligns with writing competence and writing-related variables.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study reports questionnaire-based perceptions (UTAUT constructs) and qualitative interview themes about advantages and concerns. There is no indication of quantifiable writing performance outcomes (e.g., writing scores, text quality measures) resulting from an LLM-mediated intervention.""
    }
}"
623,Impact of Chatgpt on Esl Students’ Academic Writing Skills: a Mixed Methods Intervention Study,2024,include,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are explicitly described as 'undergraduate ESL students' and 'tertiary level ESL students,' indicating L2 English learners in an ESL context with a focus on English academic writing.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study is an 'intervention study' using 'ChatGPT, a generative artificial intelligence-propelled tool,' as a formative feedback tool. This reflects an experimental integration of an LLM into writing instruction/processes.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is on 'the impact of ChatGPT as a formative feedback tool on the writing skills of undergraduate ESL students' and specifically 'students' academic writing skills,' clearly centering on writing competence within a pedagogical context.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study is a 'mixed methods intervention study' with 'data collected ... through three tests,' and reports 'a significant positive impact of ChatGPT on students' academic writing skills,' indicating quantifiable writing outcome measures.""
    }
}"
624,Detecting Contract Cheating through Linguistic Fingerprint,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants were 150 learners majoring in engineering and business who were studying English as a foreign language at a college in Saudi Arabia, i.e., EFL learners with English as the target language.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study introduces a machine learning model (TF-IDF + logistic regression) to detect contract cheating. Although ChatGPT is mentioned as a contextual concern, no large language model is integrated into instruction or the writing process; the AI is used only for detection/classification.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on detecting contract cheating via linguistic fingerprinting, not on improving writing competence or writing-related pedagogical variables. It is an authorship verification/academic integrity study rather than a writing intervention.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Reported outcomes are ML performance metrics (accuracy, precision, recall, F1) for detecting non-consistent essays. There are no quantifiable writing outcome measures assessing the effectiveness of an LLM-mediated writing intervention.""
    }
}"
625,"“chatgpt Is the Companion, Not Enemies”: Efl Learners’ Perceptions and Experiences in Using Chatgpt for Feedback in Writing",2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 45 EFL learners in Macau, clearly indicating L2 English learners in an EFL context with focus on English writing.""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The study examines learners’ use of ChatGPT, an LLM, for feedback in their English writing process over a semester-long writing course, indicating an instructional context integrating an LLM.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is explicitly EFL writing, focusing on using ChatGPT to generate feedback for writing and its impact on writing-related constructs (motivation, self-efficacy, engagement, collaborative writing).""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Although described as mixed-methods, the quantitative data come from a questionnaire about perceptions and affective variables (motivation, self-efficacy, engagement). The abstract does not report any objective or quantifiable writing performance outcomes (e.g., scores, quality measures); it focuses on perceptions and psychological variables, which does not meet the requirement for quantifiable writing outcome metrics.""
    }
}"
626,Exploring Eap Students' Perceptions of Genai and Traditional Grammar-checking Tools for Language Learning,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are first-year students in an English for Academic Purposes (EAP) course at a Hong Kong university, i.e., L2 English learners in an EAP/ESL-type context focusing on English.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is exploratory and qualitative, focusing on students’ perceptions of GenAI and traditional grammar-checking tools. There is no indication of an experimental or quasi-experimental design integrating LLMs into writing instruction or processes.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on perceptions, ethical and pedagogical implications, and institutional guidance, not on a structured writing intervention aimed at improving writing competence through LLM use.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study uses semi-structured interviews and qualitative analysis only; it does not report quantifiable writing outcome metrics or measure the effectiveness of an LLM-mediated writing intervention.""
    }
}"
