2025-12-02 16:10:14 | DEBUG | llm_batch_analyzer:96 | 日志系统初始化完成 | name=llm_batch_analyzer | 控制台级别=DEBUG | 文件路径=logs\llm_batch_analyzer.log
2025-12-02 16:10:14 | DEBUG | llm_batch_analyzer:121 | [流水线初始化] OpenAIClient 初始化成功
2025-12-02 17:01:01 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1434，累计 tokens=742810，本次费用=$0.007170，累计费用=$3.714050
2025-12-02 17:01:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1495，累计 tokens=744305，本次费用=$0.007475，累计费用=$3.721525
2025-12-02 17:01:12 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1497，累计 tokens=745802，本次费用=$0.007485，累计费用=$3.729010
2025-12-02 17:01:18 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1460，累计 tokens=747262，本次费用=$0.007300，累计费用=$3.736310
2025-12-02 17:01:23 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1512，累计 tokens=748774，本次费用=$0.007560，累计费用=$3.743870
2025-12-02 17:01:30 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1589，累计 tokens=750363，本次费用=$0.007945，累计费用=$3.751815
2025-12-02 17:01:38 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1607，累计 tokens=751970，本次费用=$0.008035，累计费用=$3.759850
2025-12-02 17:01:46 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1519，累计 tokens=753489，本次费用=$0.007595，累计费用=$3.767445
2025-12-02 17:01:53 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1315，累计 tokens=754804，本次费用=$0.006575，累计费用=$3.774020
2025-12-02 17:01:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1434，累计 tokens=756238，本次费用=$0.007170，累计费用=$3.781190
2025-12-02 17:02:04 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1545，累计 tokens=757783，本次费用=$0.007725，累计费用=$3.788915
2025-12-02 17:02:10 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1532，累计 tokens=759315，本次费用=$0.007660，累计费用=$3.796575
2025-12-02 17:02:10 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:02:10 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 25 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_025.csv
2025-12-02 17:02:10 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 026: 500~519 ==========
2025-12-02 17:02:15 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1587，累计 tokens=760902，本次费用=$0.007935，累计费用=$3.804510
2025-12-02 17:02:21 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1426，累计 tokens=762328，本次费用=$0.007130，累计费用=$3.811640
2025-12-02 17:02:29 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1432，累计 tokens=763760，本次费用=$0.007160，累计费用=$3.818800
2025-12-02 17:02:35 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1643，累计 tokens=765403，本次费用=$0.008215，累计费用=$3.827015
2025-12-02 17:02:40 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1611，累计 tokens=767014，本次费用=$0.008055，累计费用=$3.835070
2025-12-02 17:02:45 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1495，累计 tokens=768509，本次费用=$0.007475，累计费用=$3.842545
2025-12-02 17:02:50 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1668，累计 tokens=770177，本次费用=$0.008340，累计费用=$3.850885
2025-12-02 17:03:03 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1509，累计 tokens=771686，本次费用=$0.007545，累计费用=$3.858430
2025-12-02 17:03:09 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1449，累计 tokens=773135，本次费用=$0.007245，累计费用=$3.865675
2025-12-02 17:03:13 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1508，累计 tokens=774643，本次费用=$0.007540，累计费用=$3.873215
2025-12-02 17:03:18 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1463，累计 tokens=776106，本次费用=$0.007315，累计费用=$3.880530
2025-12-02 17:03:24 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1410，累计 tokens=777516，本次费用=$0.007050，累计费用=$3.887580
2025-12-02 17:03:29 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1451，累计 tokens=778967，本次费用=$0.007255，累计费用=$3.894835
2025-12-02 17:03:34 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1598，累计 tokens=780565，本次费用=$0.007990，累计费用=$3.902825
2025-12-02 17:03:41 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1494，累计 tokens=782059，本次费用=$0.007470，累计费用=$3.910295
2025-12-02 17:03:52 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1494，累计 tokens=783553，本次费用=$0.007470，累计费用=$3.917765
2025-12-02 17:03:57 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1439，累计 tokens=784992，本次费用=$0.007195，累计费用=$3.924960
2025-12-02 17:04:01 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1453，累计 tokens=786445，本次费用=$0.007265，累计费用=$3.932225
2025-12-02 17:04:06 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1500，累计 tokens=787945，本次费用=$0.007500，累计费用=$3.939725
2025-12-02 17:04:17 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1564，累计 tokens=789509，本次费用=$0.007820，累计费用=$3.947545
2025-12-02 17:04:17 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:04:17 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 26 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_026.csv
2025-12-02 17:04:17 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 027: 520~539 ==========
2025-12-02 17:04:22 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1495，累计 tokens=791004，本次费用=$0.007475，累计费用=$3.955020
2025-12-02 17:04:31 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1531，累计 tokens=792535，本次费用=$0.007655，累计费用=$3.962675
2025-12-02 17:04:36 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1445，累计 tokens=793980，本次费用=$0.007225，累计费用=$3.969900
2025-12-02 17:04:42 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1399，累计 tokens=795379，本次费用=$0.006995，累计费用=$3.976895
2025-12-02 17:04:47 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=2236，累计 tokens=797615，本次费用=$0.011180，累计费用=$3.988075
2025-12-02 17:04:53 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1392，累计 tokens=799007，本次费用=$0.006960，累计费用=$3.995035
2025-12-02 17:04:58 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1444，累计 tokens=800451，本次费用=$0.007220，累计费用=$4.002255
2025-12-02 17:05:04 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1384，累计 tokens=801835，本次费用=$0.006920，累计费用=$4.009175
2025-12-02 17:05:10 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1469，累计 tokens=803304，本次费用=$0.007345，累计费用=$4.016520
2025-12-02 17:05:19 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1413，累计 tokens=804717，本次费用=$0.007065，累计费用=$4.023585
2025-12-02 17:05:30 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1591，累计 tokens=806308，本次费用=$0.007955，累计费用=$4.031540
2025-12-02 17:05:59 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1518，累计 tokens=807826，本次费用=$0.007590，累计费用=$4.039130
2025-12-02 17:06:06 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1438，累计 tokens=809264，本次费用=$0.007190，累计费用=$4.046320
2025-12-02 17:06:11 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1527，累计 tokens=810791，本次费用=$0.007635，累计费用=$4.053955
2025-12-02 17:06:19 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1423，累计 tokens=812214，本次费用=$0.007115，累计费用=$4.061070
2025-12-02 17:06:24 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1490，累计 tokens=813704，本次费用=$0.007450，累计费用=$4.068520
2025-12-02 17:06:29 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1542，累计 tokens=815246，本次费用=$0.007710，累计费用=$4.076230
2025-12-02 17:06:35 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1468，累计 tokens=816714，本次费用=$0.007340，累计费用=$4.083570
2025-12-02 17:06:41 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1471，累计 tokens=818185，本次费用=$0.007355，累计费用=$4.090925
2025-12-02 17:06:47 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1554，累计 tokens=819739，本次费用=$0.007770，累计费用=$4.098695
2025-12-02 17:06:47 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:06:47 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 27 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_027.csv
2025-12-02 17:06:47 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 028: 540~559 ==========
2025-12-02 17:06:51 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1487，累计 tokens=821226，本次费用=$0.007435，累计费用=$4.106130
2025-12-02 17:07:01 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1438，累计 tokens=822664，本次费用=$0.007190，累计费用=$4.113320
2025-12-02 17:07:09 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1600，累计 tokens=824264，本次费用=$0.008000，累计费用=$4.121320
2025-12-02 17:07:15 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1356，累计 tokens=825620，本次费用=$0.006780，累计费用=$4.128100
2025-12-02 17:07:19 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1410，累计 tokens=827030，本次费用=$0.007050，累计费用=$4.135150
2025-12-02 17:07:25 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1469，累计 tokens=828499，本次费用=$0.007345，累计费用=$4.142495
2025-12-02 17:07:35 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1588，累计 tokens=830087，本次费用=$0.007940，累计费用=$4.150435
2025-12-02 17:07:47 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1514，累计 tokens=831601，本次费用=$0.007570，累计费用=$4.158005
2025-12-02 17:07:52 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1482，累计 tokens=833083，本次费用=$0.007410，累计费用=$4.165415
2025-12-02 17:07:57 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1456，累计 tokens=834539，本次费用=$0.007280，累计费用=$4.172695
2025-12-02 17:08:03 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1293，累计 tokens=835832，本次费用=$0.006465，累计费用=$4.179160
2025-12-02 17:08:11 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1585，累计 tokens=837417，本次费用=$0.007925，累计费用=$4.187085
2025-12-02 17:08:18 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1556，累计 tokens=838973，本次费用=$0.007780，累计费用=$4.194865
2025-12-02 17:08:23 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1556，累计 tokens=840529，本次费用=$0.007780，累计费用=$4.202645
2025-12-02 17:08:28 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1445，累计 tokens=841974，本次费用=$0.007225，累计费用=$4.209870
2025-12-02 17:08:33 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1462，累计 tokens=843436，本次费用=$0.007310，累计费用=$4.217180
2025-12-02 17:08:39 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1399，累计 tokens=844835，本次费用=$0.006995，累计费用=$4.224175
2025-12-02 17:08:44 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1433，累计 tokens=846268，本次费用=$0.007165，累计费用=$4.231340
2025-12-02 17:08:53 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1428，累计 tokens=847696，本次费用=$0.007140，累计费用=$4.238480
2025-12-02 17:09:03 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1475，累计 tokens=849171，本次费用=$0.007375，累计费用=$4.245855
2025-12-02 17:09:03 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:09:03 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 28 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_028.csv
2025-12-02 17:09:03 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 029: 560~579 ==========
2025-12-02 17:09:13 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1521，累计 tokens=850692，本次费用=$0.007605，累计费用=$4.253460
2025-12-02 17:09:18 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1463，累计 tokens=852155，本次费用=$0.007315，累计费用=$4.260775
2025-12-02 17:09:24 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1465，累计 tokens=853620，本次费用=$0.007325，累计费用=$4.268100
2025-12-02 17:09:30 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1483，累计 tokens=855103，本次费用=$0.007415，累计费用=$4.275515
2025-12-02 17:09:37 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1416，累计 tokens=856519，本次费用=$0.007080，累计费用=$4.282595
2025-12-02 17:09:46 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1592，累计 tokens=858111，本次费用=$0.007960，累计费用=$4.290555
2025-12-02 17:09:51 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1545，累计 tokens=859656，本次费用=$0.007725，累计费用=$4.298280
2025-12-02 17:09:57 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1556，累计 tokens=861212，本次费用=$0.007780，累计费用=$4.306060
2025-12-02 17:10:07 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1440，累计 tokens=862652，本次费用=$0.007200，累计费用=$4.313260
2025-12-02 17:10:11 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1564，累计 tokens=864216，本次费用=$0.007820，累计费用=$4.321080
2025-12-02 17:10:19 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1499，累计 tokens=865715，本次费用=$0.007495，累计费用=$4.328575
2025-12-02 17:10:24 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1416，累计 tokens=867131，本次费用=$0.007080，累计费用=$4.335655
2025-12-02 17:10:30 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1653，累计 tokens=868784，本次费用=$0.008265，累计费用=$4.343920
2025-12-02 17:10:44 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1464，累计 tokens=870248，本次费用=$0.007320，累计费用=$4.351240
2025-12-02 17:11:04 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1562，累计 tokens=871810，本次费用=$0.007810，累计费用=$4.359050
2025-12-02 17:11:12 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1510，累计 tokens=873320，本次费用=$0.007550，累计费用=$4.366600
2025-12-02 17:11:17 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1384，累计 tokens=874704，本次费用=$0.006920，累计费用=$4.373520
2025-12-02 17:11:22 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1658，累计 tokens=876362，本次费用=$0.008290，累计费用=$4.381810
2025-12-02 17:11:27 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1496，累计 tokens=877858，本次费用=$0.007480，累计费用=$4.389290
2025-12-02 17:11:36 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1496，累计 tokens=879354，本次费用=$0.007480，累计费用=$4.396770
2025-12-02 17:11:36 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:11:36 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 29 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_029.csv
2025-12-02 17:11:36 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 030: 580~599 ==========
2025-12-02 17:11:41 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1421，累计 tokens=880775，本次费用=$0.007105，累计费用=$4.403875
2025-12-02 17:11:47 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1402，累计 tokens=882177，本次费用=$0.007010，累计费用=$4.410885
2025-12-02 17:11:51 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1495，累计 tokens=883672，本次费用=$0.007475，累计费用=$4.418360
2025-12-02 17:11:59 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1428，累计 tokens=885100，本次费用=$0.007140，累计费用=$4.425500
2025-12-02 17:12:04 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1448，累计 tokens=886548，本次费用=$0.007240，累计费用=$4.432740
2025-12-02 17:12:09 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1392，累计 tokens=887940，本次费用=$0.006960，累计费用=$4.439700
2025-12-02 17:12:15 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1581，累计 tokens=889521，本次费用=$0.007905，累计费用=$4.447605
2025-12-02 17:12:22 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1531，累计 tokens=891052，本次费用=$0.007655，累计费用=$4.455260
2025-12-02 17:12:33 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1528，累计 tokens=892580，本次费用=$0.007640，累计费用=$4.462900
2025-12-02 17:12:37 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1436，累计 tokens=894016，本次费用=$0.007180，累计费用=$4.470080
2025-12-02 17:12:44 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1475，累计 tokens=895491，本次费用=$0.007375，累计费用=$4.477455
2025-12-02 17:12:49 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1488，累计 tokens=896979，本次费用=$0.007440，累计费用=$4.484895
2025-12-02 17:12:55 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1615，累计 tokens=898594，本次费用=$0.008075，累计费用=$4.492970
2025-12-02 17:13:02 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1512，累计 tokens=900106，本次费用=$0.007560，累计费用=$4.500530
2025-12-02 17:13:09 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1484，累计 tokens=901590，本次费用=$0.007420，累计费用=$4.507950
2025-12-02 17:13:15 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1480，累计 tokens=903070，本次费用=$0.007400，累计费用=$4.515350
2025-12-02 17:13:20 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1444，累计 tokens=904514，本次费用=$0.007220，累计费用=$4.522570
2025-12-02 17:13:25 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1377，累计 tokens=905891，本次费用=$0.006885，累计费用=$4.529455
2025-12-02 17:13:30 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1551，累计 tokens=907442，本次费用=$0.007755，累计费用=$4.537210
2025-12-02 17:13:35 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1505，累计 tokens=908947，本次费用=$0.007525，累计费用=$4.544735
2025-12-02 17:13:35 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:13:35 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 30 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_030.csv
2025-12-02 17:13:35 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 031: 600~619 ==========
2025-12-02 17:14:00 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1576，累计 tokens=910523，本次费用=$0.007880，累计费用=$4.552615
2025-12-02 17:14:06 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1524，累计 tokens=912047，本次费用=$0.007620，累计费用=$4.560235
2025-12-02 17:14:12 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1499，累计 tokens=913546，本次费用=$0.007495，累计费用=$4.567730
2025-12-02 17:14:16 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1410，累计 tokens=914956，本次费用=$0.007050，累计费用=$4.574780
2025-12-02 17:14:19 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1536，累计 tokens=916492，本次费用=$0.007680，累计费用=$4.582460
2025-12-02 17:14:25 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1583，累计 tokens=918075，本次费用=$0.007915，累计费用=$4.590375
2025-12-02 17:14:30 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1664，累计 tokens=919739，本次费用=$0.008320，累计费用=$4.598695
2025-12-02 17:14:35 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1486，累计 tokens=921225，本次费用=$0.007430，累计费用=$4.606125
2025-12-02 17:14:41 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1485，累计 tokens=922710，本次费用=$0.007425，累计费用=$4.613550
2025-12-02 17:14:48 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1447，累计 tokens=924157，本次费用=$0.007235，累计费用=$4.620785
2025-12-02 17:14:52 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1347，累计 tokens=925504，本次费用=$0.006735，累计费用=$4.627520
2025-12-02 17:15:00 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1610，累计 tokens=927114，本次费用=$0.008050，累计费用=$4.635570
2025-12-02 17:15:08 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1447，累计 tokens=928561，本次费用=$0.007235，累计费用=$4.642805
2025-12-02 17:15:14 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1484，累计 tokens=930045，本次费用=$0.007420，累计费用=$4.650225
2025-12-02 17:15:21 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1504，累计 tokens=931549，本次费用=$0.007520，累计费用=$4.657745
2025-12-02 17:15:26 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1392，累计 tokens=932941，本次费用=$0.006960，累计费用=$4.664705
2025-12-02 17:15:31 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1489，累计 tokens=934430，本次费用=$0.007445，累计费用=$4.672150
2025-12-02 17:15:36 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1543，累计 tokens=935973，本次费用=$0.007715，累计费用=$4.679865
2025-12-02 17:15:42 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1554，累计 tokens=937527，本次费用=$0.007770，累计费用=$4.687635
2025-12-02 17:15:50 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1476，累计 tokens=939003，本次费用=$0.007380，累计费用=$4.695015
2025-12-02 17:15:50 | INFO  | llm_batch_analyzer:185 | [LLM 调用] 批量分析完成，返回 20 条。
2025-12-02 17:15:50 | INFO  | llm_batch_analyzer:170 | [分批保存] 第 31 批结果已保存为：F:\Scientific-Research\LLM-SLWI\data\systematic_review\llm_results\R2_analysis_batch_031.csv
2025-12-02 17:15:50 | INFO  | llm_batch_analyzer:225 | ========== [批次启动] 批次 032: 620~639 ==========
2025-12-02 17:15:55 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1535，累计 tokens=940538，本次费用=$0.007675，累计费用=$4.702690
2025-12-02 17:16:00 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1523，累计 tokens=942061，本次费用=$0.007615，累计费用=$4.710305
2025-12-02 17:16:11 | DEBUG | llm_batch_analyzer:369 | 模型='gpt-5.1' 本次使用 tokens=1444，累计 tokens=943505，本次费用=$0.007220，累计费用=$4.717525
