No.,Title,Year,Decision,Notes
508,Personalized Recommendation Design of English Writing Marking System Based on Corpus,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The abstract discusses college English writing teaching and higher vocational English teaching, implying learners of English in an EFL/ESL context. The population appears to be L2 English learners in tertiary education settings.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study focuses on a corpus-based automatic scoring and computer-aided composition marking system. There is no indication that large language models (e.g., ChatGPT, GPT-4) or transformer-based generative models are used; it appears to be a traditional automated scoring/AE system rather than an LLM-mediated intervention.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is clearly English writing instruction and assessment, with emphasis on composition marking and integrating an automatic evaluation system into classroom teaching, which is directly related to writing competence.""
    },
    ""c4"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract describes a teaching method and system design but does not report any explicit quantitative writing outcome measures or experimental evaluation results. It is unclear whether the study includes measurable writing outcomes.""
    }
}"
509,University Students' Perceptions of Artificial Intelligence-based Tools for English Writing Courses,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are Korean university students who have taken English writing courses and are described as English language learners (ELLs), fitting an EFL/ELL L2 English context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study investigates perceptions of AI-based tools (Google Translate, Naver Papago, Grammarly). These are not clearly LLM-based interventions, and there is no experimental or quasi-experimental design integrating an LLM (e.g., ChatGPT, GPT-4) into instruction; it is a perception survey and focus group.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on students’ perceptions of AI-based tools, their strengths/weaknesses, and potential interference with writing processes, not on a structured pedagogical writing intervention or measured changes in writing competence.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study uses mixed methods (survey and interviews) to explore perceptions. There is no indication of quantifiable writing outcome metrics (e.g., writing scores, text quality measures) resulting from an AI-mediated intervention.""
    }
}"
510,Investigating Efl Faculty Members' Perceptions of Integrating Artificial Intelligence Applications to Improve the Research Writing Process: a Case Study at Majmaah University,2024,exclude,"{
    ""c1"": {
        ""status"": ""fail"",
        ""evidence"": ""Participants are EFL faculty members (teachers), not L2 English learners in ESL/EFL/ELL contexts. The focus is on their own research writing, not on student L2 learning.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract refers broadly to “AI applications and tools” without specifying large language models (e.g., ChatGPT, GPT-4). It also does not describe any experimental or quasi-experimental instructional intervention; it investigates perceptions via questionnaires and interviews.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The context is research writing by EFL educators and their perceptions of AI tools, not a pedagogical intervention targeting L2 writing competence of learners. It is not framed as writing instruction or an L2 writing intervention.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The study reports attitudes and perceptions, using descriptive and inferential statistics on questionnaire data, but does not report quantifiable writing outcome measures (e.g., changes in writing quality, accuracy, complexity) resulting from an AI-mediated intervention.""
    }
}"
511,The Effects of Generative Ai Usage in Efl Classrooms on the L2 Motivational Self System,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are Japanese university students in an EFL writing class, i.e., L2 English learners in an EFL context: “Japanese university students… writing class.”""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The intervention integrates the LLM-based chatbot ChatGPT into an instructor-led writing class: “incorporating the generative pre-trained AI chatbot, ChatGPT, into an instructor-led writing class… treatment group… received feedback from ChatGPT.”""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on motivation (L2 Motivational Self System), not on writing competence or writing-related performance variables: “This study aimed to examine the effect… on the motivation of Japanese university students… examines changes in students’ Ideal L2 Self, Ought-to L2 Self, and L2 Learning Experience.” Writing is the context, but not the main outcome variable.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Quantitative outcomes reported are motivational constructs (Ideal L2 Self, Ought-to L2 Self, L2 Learning Experience). The abstract does not report any quantifiable writing performance metrics (e.g., scores, quality ratings, accuracy, complexity). References to “enhancing… writing skills” are not accompanied by measured writing outcomes.""
    }
}"
512,Investigating the Impact of Chatgpt as an Ai Tool on Esl Writing : Prospects and Challenges in Saudi Arabian Higher Education,2024,unsure,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The abstract explicitly states the population is ESL students at a Saudi Arabian university, indicating L2 English learners in an EFL/ESL context.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The study clearly involves ChatGPT as an AI tool in writing, but the abstract does not specify whether there is an experimental or quasi-experimental design (e.g., control group, pre/post intervention) or describe the structured nature of the intervention. It only notes a mixed-methods approach and that data from 130 students showed a positive effect.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on ESL students’ writing proficiency and how ChatGPT is integrated into writing instruction, with discussion of feedback, language skill development, vocabulary, and autonomy. This aligns with writing competence and writing-related variables rather than automated scoring.""
    },
    ""c4"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract reports that data from 130 students showed a significant positive effect on writing, implying quantitative outcomes, but it does not specify what writing measures were used or how proficiency was quantified. It is unclear whether concrete, quantifiable writing outcome metrics were systematically assessed.""
    }
}"
513,Beyond Syntax: Exploring Moroccan Undergraduate Efl Learners' Engagement with Ai-assisted Writing,2024,unsure,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are Moroccan undergraduate EFL learners in a general English course, clearly indicating L2 English learners in an EFL context: “undergraduate EFL learners… Business Law undergraduates enrolled in a general English course at the International University of Rabat, Morocco.”""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract refers to “AI-supported writing tools” and “AI assistance” but does not specify whether these are large language model tools (e.g., ChatGPT, GPT-4) or other AI tools (e.g., grammar checkers). Without explicit mention of LLM-based tools or transformer-based generative models, it is unclear if the intervention meets the LLM criterion.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on writing: “focusing specifically on writing,” examining “student-written assignments,” and reporting impacts on “language proficiency, creativity, organizational skills, and vocabulary use with AI assistance,” all within the context of AI-supported writing processes.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study is described as a quasi-experimental design with a control group and reports “positive outcomes in language proficiency, creativity, organizational skills, and vocabulary use with AI assistance,” implying quantifiable outcome measures to compare groups, even though specific metrics are not detailed in the abstract.""
    }
}"
514,Chatgpt for Language Learning: Assessing Teacher Candidates' Skills and Perceptions Using the Technology Acceptance Model (tam),2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are EFL teacher candidates performing tasks in Spanish (L1) and English (L2), so they are L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""ChatGPT-4 is used only to generate comparison texts. There is no experimental or quasi-experimental instructional intervention where learners use the LLM as part of their writing instruction or process; instead, participants compare and evaluate human vs. machine texts.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on critical skills in distinguishing human vs. machine-generated texts and perceptions of ChatGPT (TAM variables), not on improving writing competence through an LLM-mediated pedagogical intervention.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Although text metrics (SC, ASL, VOCD) are used to compare human and machine texts, they are not reported as learning outcomes of an LLM-based writing intervention. The study does not assess changes in learners’ writing performance due to using ChatGPT.""
    }
}"
515,"Graduate Students' Use of Chatgpt for Academic Text Revision: Behavioral, Cognitive, and Affective Engagement",2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are described as six Iranian graduate ESL students from STEM fields, indicating L2 English learners in an ESL context with a focus on English academic writing.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is observational/qualitative, examining how students engaged with ChatGPT for revising their own academic research proposals. There is no indication of an experimental or quasi-experimental intervention design (e.g., treatment vs. control, pre/post measures) integrating ChatGPT into instruction; rather, it analyzes existing use and engagement.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is clearly L2 academic writing and text revision, focusing on how students use ChatGPT for revising research proposals and paraphrasing to enhance professionalism in writing, which aligns with writing competence and writing-related processes.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes reported are behavioral, cognitive, and affective engagement (e.g., satisfaction, doubts about accuracy). The abstract does not mention any quantifiable writing outcome metrics (such as scores, rubric-based writing quality measures, or error rates) to assess effectiveness of the ChatGPT-mediated revision.""
    }
}"
516,Understanding Efl Students ' Use of Self-made Ai Chatbots as Personalized Writing Assistance Tools: a Mixed Methods Study,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 69 Chinese undergraduate EFL students, clearly L2 English learners in an EFL context: “English as a foreign language (EFL) students… 69 Chinese undergraduate students.”""
    },
    ""c2"": {
        ""status"": ""pass"",
        ""evidence"": ""The intervention involves students creating and using self-made RAG chatbots via Poe to assist with their writing processes. RAG chatbots are LLM-based tools, and the study integrates them into writing instruction/workshop activities.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is explicitly on writing: chatbots assist with idea generation, outlines, and error identification, and students write essays using their chatbots. The workshop is about learning to write and using chatbots as personalized writing assistance tools.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Reported outcomes are motivational and attitudinal: “positive impact on students' writing motivation… clearer writing goals, increased writing confidence, reinforced writing beliefs, and a more positive attitude towards writing.” The abstract does not indicate any quantitative writing performance metrics (e.g., scores, quality ratings, accuracy measures); essays are collected but no measured writing outcomes are reported.""
    }
}"
517,Identifying Chatgpt-generated Texts in Efl Students' Writing: through Comparative Analysis of Linguistic Fingerprints,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are Japanese EFL learners (140 first-year university students), clearly fitting an L2 English learner population in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""ChatGPT is present only as a source of comparison texts and as a tool some students used (proofreading or full generation), but there is no described experimental or quasi-experimental pedagogical intervention integrating LLMs into writing instruction or a structured writing process. The design focuses on distinguishability of texts, not an instructional treatment.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on identifying ChatGPT-generated texts via linguistic fingerprints and machine learning classification, not on improving writing competence or evaluating a writing intervention. It is essentially a detection/forensics study, not a pedagogical writing intervention.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""No quantifiable writing outcome metrics (e.g., gains in writing quality, accuracy, complexity) are reported to assess the effectiveness of an LLM-mediated intervention. Outcomes concern distinguishability and classification performance, not learner writing development.""
    }
}"
518,Generative Ai's Recolonization of Efl Classrooms,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is Chinese English as a Foreign Language (EFL) classrooms, clearly involving L2 English learners in an EFL setting.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although the paper discusses generative AI and AI chatbots producing continuation writing samples, it is a critical/discursive analysis, not an experimental or quasi-experimental pedagogical intervention integrating LLMs into instruction. No structured intervention design is described.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on ideological, cultural, and linguistic risks (recolonization, native-speakerism) in AI-generated texts, not on developing or evaluating writing competence through an instructional intervention.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract does not mention any quantitative writing outcome measures or assessment of learners’ writing performance. It illustrates arguments with AI-generated data and SFL analysis, not learner outcome metrics.""
    }
}"
519,Korean-as-a-foreign-language Learners' Engagement with Machine Translation Output,2024,exclude,"{
    ""c1"": {
        ""status"": ""fail"",
        ""evidence"": ""Participants are US university students learning Korean as a foreign language. The target language is Korean, not English, and the context is not ESL/EFL/ELL focused on English, so it does not meet the population criterion.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The study uses 'machine translators and other artificial intelligence-assisted programs' and a Guided Use of Machine Translation model. It is not specified whether the machine translator is an LLM-based system (e.g., GPT-based) or a traditional MT system, so its status as an LLM intervention is unclear.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The study explicitly focuses on how learners use machine translators to revise their writing and analyzes their engagement and revision strategies, indicating a primary focus on writing processes and competence.""
    },
    ""c4"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract discusses cognitive and behavioral engagement, focus on word choice, and revision strategies, but does not report quantifiable writing outcome metrics (e.g., scores, accuracy rates pre/post). It is unclear whether such quantitative outcomes are measured.""
    }
}"
520,Automatic Scoring of Arabic Essays: a Parameter-efficient Approach for Grammatical Assessment,2024,exclude,"{
    ""c1"": {
        ""status"": ""fail"",
        ""evidence"": ""The study focuses on Arabic automated essay scoring using AraBART and evaluates essays in Arabic (datasets QALB-2014, QALB-2015, ZAEBUC). There is no indication that participants are L2 English learners or that the target language is English.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although a transformer-based model (AraBART) is used, it is applied for automated essay scoring, not as an instructional or intervention tool integrated into learners’ writing processes. There is no experimental or quasi-experimental pedagogical design involving LLM-mediated writing instruction.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on developing and validating an automatic scoring system for grammaticality and other criteria in Arabic essays. This is an AES functionality study, not a pedagogical writing intervention aimed at improving learners’ writing competence.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes reported are model performance metrics (e.g., scoring accuracy, efficiency) rather than quantifiable changes in learners’ writing performance following an LLM-mediated intervention. No experimental measures of learner writing improvement are described.""
    }
}"
521,Technology-assisted Language Learning Systems: a Systematic Literature Review,2024,exclude,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract notes that most reviewed studies target English, but it does not specify that participants are L2 English learners in ESL/EFL/ELL contexts. As a review article, it aggregates multiple populations, some of which may not match the required population.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""This is a systematic literature review of technology-assisted language learning in general. It does not itself implement an experimental or quasi-experimental LLM-based intervention (e.g., ChatGPT, GPT-4). It summarizes prior work rather than reporting a primary LLM-integrated instructional intervention.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The review covers multiple language skills (vocabulary, writing, grammar, etc.) and technology types broadly. Writing is only one of several skills mentioned and is not the primary focus of a specific intervention; the article is not centered on a concrete writing pedagogy context.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""As a secondary study, it synthesizes empirical evidence from other articles and does not report its own quantifiable writing outcome metrics from an LLM-mediated intervention. It therefore does not meet the requirement for primary experimental measures of writing outcomes.""
    }
}"
522,Automatic Correction Method for English Composition Errors Assisted by Artificial Intelligence,2024,exclude,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract refers to students and second language learners in general but does not specify that the participants are L2 English learners in ESL/EFL/ELL contexts, nor does it describe an actual learner sample; it mainly presents a system description and simulation results.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study introduces an AI-assisted deep learning–based automatic correction system for English composition errors. It is framed as an AI/DL system, not explicitly as a large language model (e.g., ChatGPT, GPT-4). The description focuses on preprocessing, feature extraction, and dynamic time normalization, which are characteristic of traditional ML/DL, not transformer-based generative LLMs.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on developing an automatic essay correction and grading system to support teachers’ correction and data analysis. It is essentially an automated scoring/correction tool; there is no described pedagogical writing intervention design or instructional integration beyond general claims of supporting teaching.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The article reports simulation results about system effectiveness in supporting teachers and improving efficiency, but it does not report quantifiable writing outcome metrics for learners (e.g., changes in writing quality, accuracy, or complexity) resulting from an intervention using the system.""
    }
}"
523,Chatgpt over My Friends: Japanese English-as-a-foreign-language Learners' Preferences for Editing and Proofreading Strategies,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are 33 Japanese English-as-a-foreign-language learners, clearly an EFL population learning English as L2.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although ChatGPT-3.5 (an LLM) is used, the design is not experimental or quasi-experimental in terms of learning outcomes. The study contrasts experiences and preferences between writing groups and ChatGPT use, focusing on perceptions rather than testing an instructional intervention’s effect on performance.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is academic writing: learners use writing groups and ChatGPT for editing and proofreading academic writing assignments, and the focus is on writing practices and feedback.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes reported are questionnaire-based experiences, preferences, and perceived effectiveness. There is no mention of quantifiable writing performance metrics (e.g., scores, error rates, rubric-based gains) to assess the effectiveness of the LLM-mediated intervention.""
    }
}"
524,Exceptional Talent and Enthusiasm for Math: an Examination of Storylines Circulated by Chatgpt about Mathematical Learners,2024,exclude,"{
    ""c1"": {
        ""status"": ""fail"",
        ""evidence"": ""Participants are described broadly as different types of mathematical learners, including English language learners, but the focus is not on L2 English learners in ESL/EFL/ELL contexts nor on English as the target language. The context is mathematics learning and identity, not L2 English learning.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""ChatGPT is used to provide feedback to learners’ mathematical writing, but the study is explicitly described as an exploratory examination of ChatGPT’s feedback and the storylines it circulates. There is no indication of an experimental or quasi-experimental pedagogical intervention integrating LLMs into instruction.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on narratives and storylines about mathematical learners (race, labels such as gifted/special education/ELL) and how ChatGPT participates in these narratives. Writing competence or writing-related pedagogical outcomes are not the central focus.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract reports qualitative analysis of ChatGPT’s feedback and the narratives it promotes. There is no mention of quantifiable writing outcome metrics or assessment of the effectiveness of an LLM-mediated writing intervention.""
    }
}"
525,Chatgpt as Artificial Intelligence-based Generative Multimedia for English Writing Pedagogy: Challenges and Opportunities from an Educator's Perspective,2024,exclude,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract discusses English language writing pedagogy and teachers’ views on integrating ChatGPT, but it does not specify any concrete participant population (e.g., EFL/ESL/ELL learners) in an empirical study. It is framed as a narrative literature review, not as primary research with defined L2 English learner participants.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The study is explicitly described as a narrative literature review synthesizing existing work, blog posts, and other sources about ChatGPT in English writing pedagogy. It does not report an experimental or quasi-experimental intervention where LLMs are directly integrated into instruction with primary data collection; instead, it summarizes opportunities and challenges from educators’ perspectives.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""Although the focus is on English language writing pedagogy, the paper is a conceptual/narrative review of ChatGPT’s role, benefits, and challenges. It does not describe a specific pedagogical intervention being implemented and evaluated; rather, it discusses potential uses and implications at a general level.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract does not mention any quantitative writing outcome measures or experimental results. Findings are thematic (teachers’ views, benefits, challenges) and qualitative in nature, consistent with a narrative literature review. There are no reported metrics of writing performance or other quantifiable writing-related outcomes.""
    }
}"
526,Leveraging Chatgpt for Second Language Writing Feedback and Assessment,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The title and abstract explicitly focus on L2 writing and the use of ChatGPT in L2 writing contexts, implying second language English learners are a primary population of interest.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The paper is described as reviewing representative studies and explaining sub-topics, not as conducting an experimental or quasi-experimental intervention itself. It is conceptual/review-based rather than an empirical intervention study integrating ChatGPT into instruction with its own data.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is clearly on L2 writing feedback, assessment, and writing processes (e.g., ChatGPT-student collaboration in the L2 writing process, teacher feedback, assessment), which are writing-related variables.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract does not indicate that the paper reports original, quantifiable writing outcome metrics. It reviews literature and discusses projects and potential uses, but no experimental measures or structured outcome data are mentioned.""
    }
}"
527,Whether English Proficiency and English Self-efficacy Influence the Credibility of Chatgpt-generated English Content of Emi Students,2024,exclude,"{
    ""c1"": {
        ""status"": ""unclear"",
        ""evidence"": ""Participants are college students in English-medium instruction (EMI) courses and non-English majors, which likely implies L2 English learners, but the abstract does not explicitly state that they are ESL/EFL/ELL or L2 English learners. The focus is on EMI rather than clearly defined L2 status.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""ChatGPT is present, but the study is observational/survey-based. Instructors encouraged use of ChatGPT for discovery learning; there is no experimental or quasi-experimental design testing a structured LLM-based writing intervention. The study examines factors influencing perceived credibility of ChatGPT-generated content, not an intervention effect.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The course is titled “Technical Writing and Presentation,” but the measured construct is the credibility of ChatGPT-generated English content (CCGEC), not writing competence or writing-related performance variables. The focus is on credibility judgments in EMI tasks, not on writing development or instruction outcomes.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""Outcomes are survey-based measures of perceived credibility (CCGEC) and relationships with English proficiency and self-efficacy. No quantifiable writing performance metrics (e.g., writing quality scores, accuracy, complexity) are reported to assess the effectiveness of an LLM-mediated writing intervention.""
    }
}"
528,Investigating the Impact of Chatgpt as an Ai Tool on Esl Writing: Prospects and Challenges in Saudi Arabian Higher Education,2024,unsure,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The participants are explicitly described as ESL students at a Saudi Arabian university, indicating L2 English learners in an EFL/ESL context with focus on English writing proficiency.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract states that the study explores the impact of ChatGPT on ESL students' writing proficiency and discusses integration into writing instruction, but it does not specify whether there was an experimental or quasi-experimental intervention design (e.g., treatment vs. control, pre/post with structured ChatGPT use) versus a more general correlational or exploratory use.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on ESL writing proficiency and writing instruction. Reported opportunities (personalized feedback, vocabulary expansion, autonomy) and challenges (loss of individuality, reduced creativity) are all framed around writing and its development.""
    },
    ""c4"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract mentions a ‘significant positive effect on their writing’ based on data from 130 students, suggesting quantitative outcomes, but it does not specify the nature of the writing measures (e.g., rubric scores, test scores) or whether these are structured, quantifiable writing outcome metrics derived from an intervention using ChatGPT.""
    }
}"
529,Generative Ai's Recolonization of Efl Classrooms: the Case of Continuation Writing,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is Chinese English as a Foreign Language (EFL) classrooms and continuation writing in China's EFL assessment, clearly involving L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""Although the paper discusses using generative AI and AI chatbots to provide sample writings, it is a critical/discursive analysis. There is no indication of an experimental or quasi-experimental pedagogical intervention integrating LLMs into instruction; instead, it problematizes potential recolonization and analyzes AI-generated texts.""
    },
    ""c3"": {
        ""status"": ""fail"",
        ""evidence"": ""The primary focus is on ideological, cultural, and linguistic risks (recolonization, native-speakerism) in AI-generated continuation writing samples, not on improving writing competence or evaluating a writing intervention. It is a critical examination of language patterns, not a teaching experiment.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract does not mention any quantifiable writing outcome metrics or measured effects on learners’ writing. It illustrates arguments with AI-generated data and SFL analysis, but there is no structured intervention with pre/post or comparative writing scores.""
    }
}"
530,Generative Ai as a Collaborative Companion: Enhancing Peer Feedback in Efl Writing Classes,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""The context is clearly EFL writing classes, so participants are English as a Foreign Language learners, i.e., L2 English learners.""
    },
    ""c2"": {
        ""status"": ""unclear"",
        ""evidence"": ""The abstract refers to “Generative Artificial Intelligence (GAI)” as a collaborative companion in peer feedback, but does not specify that it is an LLM (e.g., ChatGPT/GPT-4) or detail any concrete experimental or quasi-experimental intervention; it mainly proposes a framework and implementation steps.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The focus is on EFL writing classes, peer feedback, and improving overall writing ability, which aligns with writing competence and writing-related variables.""
    },
    ""c4"": {
        ""status"": ""fail"",
        ""evidence"": ""The abstract describes an exploratory, conceptual framework and discusses advantages and implications. It does not mention any experimental or quasi-experimental design, nor any reported quantitative writing outcome metrics; it focuses on understanding and proposing an approach rather than measuring effects.""
    }
}"
531,A Lesson Study on a Mooc-based and Ai-powered Flipped Teaching and Assessment of Efl Writing Model: Teachers' and Students' Growth,2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants are clearly described as college EFL (English as a Foreign Language) teachers and their students, indicating L2 English learners in an EFL context.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The intervention is described as a MOOC-based and AI-powered flipped teaching and assessment model (MAFTA), but the abstract does not specify that the AI component is a large language model (e.g., ChatGPT, GPT-4). It only mentions ‘technology tools’ and ‘multiple technological affordances’ without identifying transformer-based generative models. Thus, it cannot be confirmed that LLMs are used.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The primary focus is on EFL writing instruction and assessment, examining teachers’ TPACK in teaching EFL writing and students’ argumentative essays, which aligns with writing competence and writing-related variables.""
    },
    ""c4"": {
        ""status"": ""pass"",
        ""evidence"": ""The study reports ‘substantial improvements’ in students’ essays before and after MAFTA instruction, implying quantifiable writing outcome metrics (pre/post argumentative essays) were analyzed to assess effectiveness.""
    }
}"
532,"Enhancing Efl Reading and Writing through Ai-powered Tools: Design, Implementation, and Evaluation of an Online Course",2024,exclude,"{
    ""c1"": {
        ""status"": ""pass"",
        ""evidence"": ""Participants were 43 senior high school students in Taiwan enrolled in an English course, explicitly described as EFL learners. The focus is on English reading and writing, fitting ESL/EFL/ELL L2 English contexts.""
    },
    ""c2"": {
        ""status"": ""fail"",
        ""evidence"": ""The intervention uses three AI-powered tools: Linggle Write, Linggle Read, and Linggle Search. These are corpus/AI-assisted tools, not identified as large language models (e.g., ChatGPT, GPT-4). The abstract does not indicate transformer-based generative LLMs; thus it does not meet the LLM-specific intervention criterion.""
    },
    ""c3"": {
        ""status"": ""pass"",
        ""evidence"": ""The course explicitly targets EFL reading and writing, and the tools are used to support learning to read and write. The primary pedagogical focus is on literacy skills, including writing competence within an online course context.""
    },
    ""c4"": {
        ""status"": ""unclear"",
        ""evidence"": ""The study reports that language proficiency predicted semester grade and assignment quantity, and mentions quantitative data, but the abstract does not clearly state that specific writing performance metrics (e.g., writing scores, quality measures) were used to evaluate the AI-mediated writing intervention. It is unclear whether quantifiable writing outcomes were directly assessed.""
    }
}"
